categorie,details,adresse,chambres,superficie,prix,image_lien
Appartements meublés,Standing meublé nord foire,"Nord foire, Dakar",1 chambre,100 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/036d58eb75773907d360c7ed62a26f46/-/horizon-files-prod/ed/picture/qwepknx0/90084e3751454cd583584c750e20073d2d3fe39b.jpg
Appartements meublés,Appartement F4 meublé à Louer aux Mamelles,"Mamelles, Dakar",3 chambre,100 m²,500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/82531f7a4fffa0c2d0e8ec661d1f743f/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q445dxje/3681b4f4a2f8af5a35f98e76b7780234d50863bc.jpg
Appartements meublés,Appartement F2 meublé à louer Almadies,"Almadies, Dakar",1 chambre,60 m²,800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3295d1f8da22efe359d491233a196c70/-/horizon-files-prod/ed/picture/q9mk87nn/f77a1f25b86a29a8cfffc1c36232d11a7d80a8d0.jpg
Appartements meublés,Villa meublée à Hann Marinas Cité ISRA,"Hann marinas, Dakar",3 chambre,300 m²,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06ffecafde755a4246d4b518ba9c6ef2/-/horizon-files-prod/ed/picture/q6xdpr78/4aeb7ad1cc2fa50a2c340307216f9348b545597e.jpg
Appartements meublés,Studio meublé,"Yoff, Dakar",,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f29dfaea8a2a5ff6e9a99863d906067a/-/horizon-files-prod/ed/picture/qwerz7w6/6a2f0c6f6d12fbaacf5099e3b6a3436bd1e5e9ad.jpg
Appartements meublés,Sacré cœur apparemment meublé à louer,"Sacré-cœur, Dakar",3 chambre,200 m²,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9dad5f792a0010d1f3e043afc294f707/-/horizon-files-prod/ed/picture/qgqmgekk/d188523dfce5fddccc0068bdd9e41c9afd801d16.jpg
Appartements meublés,Studio meublé,"Almadies, Dakar",,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/11a6310bc02b13a87f1760ec7d383e9a/-/horizon-files-prod/ed/picture/qrz8gqe9/e0c18e9155a88416fabb98e251a834d2bd66ee37.jpg
Appartements meublés,STUDIO MEUBLÉ,"Ouakam, Dakar",1 chambre,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ecc98a5207c60e6451287e5f3b750f7/-/horizon-files-prod/ed/picture/q6xq69qg/cc22ee8251ea5747c3db0654919f527320b95afa.jpg
Appartements meublés,Appartement meublé fass,"Gueule-Tapée, Dakar",2 chambre,125 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ee9d752454a94a4af846da7e35e9bb7/-/horizon-files-prod/ed/picture/qngpk0gv/5679b5d750749b1968a624e36a3008623d46c684.jpg
Appartements meublés,Appartement meublé à louer au point e,"Point-e, Dakar",150 m²,,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd965d72197b5dc65a7db64cc2a180e2/-/horizon-files-prod/ed/picture/q8vmz270/ec791e9393b8cf4366d657c97845f93e81915140.jpg
Appartements meublés,Appartement Meublé à Louer Amitié,"Amitié, Dakar",2 chambre,130 m²,1 350 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/354c6e8926011cc8d5a2b350ed736272/-/horizon-files-prod/ed/picture/qgqmgkxe/e02a7e26659a2e5756349745515e859a266a61c7.jpg
Appartements meublés,Apparemment meublé à louer aux Almadie 2 chambres,"Almadies, Dakar",2 chambre,160 m²,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4eecb4cb6f58c85319154445eb1bd86d/-/horizon-files-prod/ed/picture/q56p429g/ffa160746f510d7b7166810e760f5037f45c4509.jpg
Appartements meublés,Appartement meublé à CPI Sacré Coeur extension,"Liberte 6 extension, Dakar",,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e606f4a7c7c1d149f2249a987fad13b9/-/horizon-files-prod/ed/picture/qv4wddzx/9767b009baedc9146dcc792fac7c4bfff81deb20.jpg
Appartements meublés,Studio à louer CPI Sacré Cœur extension,"Liberte 6 extension, Dakar",,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be495f1e14eaea32b1135cfd8ad9f4cc/-/horizon-files-prod/ed/picture/qxjpne7m/09c6ffd94be6320f00412d2272aded665f636a3f.jpg
Appartements meublés,Charmante et paisible Maison F3,"Liberte 3, Dakar",2 chambre,150 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bba8d49195f4ce8a5158d0f6d2ff2721/-/horizon-files-prod/ed/picture/q2jkj5ge/df689a85409d8eacf0b4143a05a07643c926e2b8.jpg
Appartements meublés,Paradis appartement,"Almadies, Dakar",2 chambre,60 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41131fb452faa04919d8a6da549da4c1/-/horizon-files-prod/ed/picture/q0g7w74w/c4ec457b740b77bd3ab0b822dcdfae2bdee83949.jpg
Appartements meublés,Magnifique appartement,"Almadies, Dakar",3 chambre,135 m²,45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9103649a35bbf01ab2a33395df65053/-/horizon-files-prod/ed/picture/qrz8v892/c7e0bc29bf188625a8a1ca2d95a482921982c58a.jpg
Appartements meublés,Studio (f2)haut standing aux Alemadies,"Almadies, Dakar",1 chambre,56 m²,850 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db27b5ec2e32000eb53030593e7fb0e7/-/horizon-files-prod/ed/picture/qng9dnvx/61595d2c9522f423d389dce490b684e699f31d6a.jpg
Appartements meublés,A louer un grand appartement studio,"Sicap foire, Dakar",,,350 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/15e1cc72d09db0bb9396aa1bd47a945d/-/horizon-files-prod/ed/picture/qkr75gg2/6624a061ae373dcc6de73e76f68bed890ba4c268.jpg
Appartements meublés,Magnifique et cozy appartement F3 aux Mamelles,"Mamelles, Dakar",2 chambre,,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf443405b8b0b2e47aaf43b02467bf15/-/horizon-files-prod/ed/picture/qv4wj2zm/6f1e940d9fd5e1bd011a9ece670eb9c9d9358a70.jpg
Appartements meublés,Appartement F4 d’exception entièrement meublé,"Mermoz, Dakar",200 m²,,1 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/85f3f43db0f87f210b44eaed868f329d/-/horizon-files-prod/ed/picture/qde722n2/435837e311a51cc03a2be62e011ddf01fd9bd671.jpg
Appartements meublés,Point E,"Point-e, Dakar",3 chambre,300 m²,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e4742115dc350294c46e603b5fefb61/-/horizon-files-prod/ed/picture/qxjp0j8m/5d008e014139fcc85a1c5396e98c1263c440c163.jpg
Appartements meublés,F4 meublé à louer à 3 minutes du plateau,"Plateau, Dakar",3 chambre,,1 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/25657187e7055b1940e8ac288c1995b8/-/horizon-files-prod/ed/picture/q6xqxgev/f02c9a318d2a03b0f5e29e6878dafa7840ad6de7.jpg
Appartements meublés,Bel appartement meublé spacieux à louer au Point e,"Point-e, Dakar",2 chambre,110 m²,1 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e49ad09255acc14658a3d99084550de7/-/horizon-files-prod/ed/picture/q9mj77ep/a02d3752e1c7cdaff576dc9bfa58b49f0a4d75c6.jpg
Appartements meublés,Appartement meublé Dakar Sud foire,"Sud foire, Dakar",2 chambre,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03e8cdb0062f2bcbe2de2721d50a3849/-/horizon-files-prod/ed/picture/q0g7p46j/abdcbd0c8ed7b4d77b4176e47157e5ae4b07af50.jpg
Appartements meublés,Appartement meublé à water front avec terrasse privé,"Fenêtre mermoz, Dakar",2 chambre,180 m²,2 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eabd19a6d81b9f4b6bc0784b75fabd61/-/horizon-files-prod/ed/picture/qwerexwj/3019e1c9c0e8cf97ce3e36036262157784369e75.jpg
Appartements meublés,Studio meuble a liberté 6 extension,"Liberte 6 extension, Dakar",,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb12bf54068afabff069be1197156ed4/-/horizon-files-prod/ed/picture/qgqw049n/632a37e278d3b76af564013c8971b10c102b59a4.jpg
Appartements meublés,Appartement meublé en centre ville Sorano,"Plateau, Dakar",,,2 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbaccb2dbe9ed049fe5fa2f6f97e6c1b/-/horizon-files-prod/ed/picture/qzv84r7r/92da51f203014799ce1de693cc31314d4d3442fa.jpg
Appartements meublés,Studio meuble centre ville wagane diouf,"Plateau, Dakar",,,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5637899eb7f73774f0474b8566d512fb/-/horizon-files-prod/ed/picture/q6xq6rev/032486ef6e13cb7a1e61a8444a2980126b9825cb.jpg
Appartements meublés,Studio meublé à Keur Yoff,"Yoff, Dakar",1 chambre,,19 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27266c5d5c8f6272e1ca0d24430f62de/-/horizon-files-prod/ed/picture/q8v4p2jj/603533f92f6e3b73efbeceb48aed9b1a49e7a800.jpg
Appartements meublés,Appartement Cosy à la cité Mixta,"Cite Mixta, Dakar",2 chambre,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/22de3f3667a8837aaa9d9dbfb9c43e24/-/horizon-files-prod/ed/picture/qxj86wvw/b7fc0800e7cb4542a5cf7bb0e7a1df6bcb09b30e.jpg
Appartements meublés,Appartement Meublé - 2 chambres et jardin - Ngor Almadies,"Ngor, Dakar",2 chambre,155 m²,950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3beab4d4f8bdaa42abc1daf0361b0f6/-/horizon-files-prod/ed/picture/q44545ve/2bbf69ffc543893da5768784c0a05cb7696b03ab.jpg
Appartements meublés,"F4 meublé ""Residence Colline""","Cité keur gorgui, Dakar",3 chambre,200 m²,1 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7ab4181fcf904fa51fb8a8c6a0ab962/-/horizon-files-prod/ed/picture/qj4q8qkg/42a1c823ed0982fe8e3cbfb7489278b6ccd51596.jpg
Appartements meublés,Villa meublée à louer / nuit,"Liberte 2, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/108cf8ba61f7a292a072a36093143dae/-/horizon-files-prod/ed/picture/q78j75n8/f1a5e8830279a6c92df57d3b15396c2141678f75.jpg
Appartements meublés,Appartement meublé 3 chambres piscine cour au virage,"Virage, Dakar",3 chambre,200 m²,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5228acc84bc8fb08129c99b7f142dae/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q6xq6n26/6308aa04c8fd7efcf3b3c32aae8c4fbfea8a665b.jpg
Appartements meublés,HEAVEN SUIT,"Mamelles, Dakar",3 chambre,135 m²,60 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0430c92b9be0ea0d98ef22d9e68ed5aa/-/horizon-files-prod/ed/picture/q78j7jpx/0ccec7522984d2933202d811f779c5196bd4e5e8.jpg
Appartements meublés,Studio américain aux almadies,"Almadies, Dakar",45 m²,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/22c403d61638d64c3caa0499740d902b/-/horizon-files-prod/ed/picture/q78we97q/c68913bb7ec34603c99e16ae3c2193f6f199e598.jpg
Appartements meublés,Studio meublé à louer à sacré cœur,"Sacré-cœur, Dakar",1 chambre,,18 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9fbd30a8314c8e8720d99340179ca318/-/horizon-files-prod/ed/picture/qpdmgnm2/a6a1ae7eb17834a09a864b31bbc9435b8b66f8ca.jpg
Appartements meublés,Bel appartement F3 meublé à louer au Point E,"Point-e, Dakar",2 chambre,135 m²,1 250 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a11e770db4d4e0c21e3598abc759ea6/-/horizon-files-prod/ed/picture/qv4dpd92/64505035cc70630890d9aeedd8d967de1cd897a3.jpg
Appartements meublés,Appartement meublé à louer au virage,"Virage, Dakar",2 chambre,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f2708a27252409e9fe0ef378de9b9bc/-/horizon-files-prod/ed/picture/q8v5qg40/56928e5ea7e6a7595019941650d25d97d4d192ba.jpg
Appartements meublés,Studio Meublé Vue Sur Mer avec terrasse privé,"Fenêtre mermoz, Dakar",1 chambre,150 m²,1 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cfe13fa61cefa89038da2ead9a6dd194/-/horizon-files-prod/ed/picture/qm5052nj/0b1c7d526ca6783cc01ce6f17ab6508ed6c2eb1c.jpg
Appartements meublés,Studio meublé point E,"Point-e, Dakar",1 chambre,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba65d418c5c8bbdd6f0301728e1d62fd/-/horizon-files-prod/ed/picture/qng9dpmw/45eecce49aa848a5b0af44b3b73aafa63611259f.jpg
Appartements meublés,2 chambres climatisées plus salon meublés à Mariste 2 au RDC,"Hann maristes, Dakar",2 chambre,90 m²,29 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb115c357aeb455224422ae42bd5aa32/-/horizon-files-prod/ed/picture/qxj2v0xj/ad581f5c258ea4de5d569e4d61d71c1b58b492f0.jpg
Appartements meublés,Studio Meublé,"Almadies, Dakar",1 chambre,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0d73181e1db186261bd07270b819f40/-/horizon-files-prod/ed/picture/q0gwq7rz/ddf6e4981184e00116ebe7ada43dbc12b0f292ba.jpg
Appartements meublés,Appartement F4 meublé à la résidence Aquanique,"Virage, Dakar",3 chambre,210 m²,1 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f24cba6fc8416f732a64cd01af695c7a/-/horizon-files-prod/ed/picture/qde78458/dc0b38688a079772f831eaca3dcc02fb0e3037c9.jpg
Appartements meublés,Les Meublés de l’excellence,"Almadies, Dakar",1 chambre,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69d6c642ac1b691c9eaa93299c6cdb80/-/horizon-files-prod/ed/picture/qenvv94k/5cfb1aeee60f698c556eb0f8bec45b69aab30ea3.jpg
Appartements meublés,Appartement F4 meublé - Haut Standing,"Almadies, Dakar",3 chambre,160 m²,1 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a42c9afaea0d1806ff704c597ef2ccf1/-/horizon-files-prod/ed/picture/qq4zd4q7/cd549b0c6e28ebbc313f0869a9b0060bcf1c804e.jpg
Appartements meublés,Mini Studio américain meublé à louer,"Fann Hock, Dakar",25 m²,,350 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a59f77f50b93b20db56827429ed64d6e/-/horizon-files-prod/ed/picture/qng9d5rg/9364c1ce5e6a1b3396b89e9fded0334f3d4a35e3.jpg
Appartements meublés,Appartement meublé à guediaway,"Golf, Dakar",2 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6c349f2ec896606472707b2f7ee8853/-/horizon-files-prod/ed/picture/qj4jepvw/99bd00208fddf0fc27b9124c4d3bdff5aa0c0b8d.jpg
Appartements meublés,STUDIO MEUBLÉ A LOUER SICAP FOIRE,"Sicap foire, Dakar",1 chambre,70 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e91a8f14a7c6b156cda4193633834ef/-/horizon-files-prod/ed/picture/qrz805rg/3ffabe8f24eabb09650373e5249af147d8ec9aac.jpg
Appartements meublés,Ref_33836_PL Bel appartements meublé au 3ème étage à Baobab,"Sicap baobab, Dakar",2 chambre,,850 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b655081c8b1fb46952e71d5fb2b01455/-/horizon-files-prod/ed/picture/qgqmq2k9/3bc80ee281fc1c435e94e6279c24b055ac95e1d3.jpg
Appartements meublés,Appartemment meublé,"Nord foire, Dakar",2 chambre,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2945e2dad2236127a87495336790eac7/-/horizon-files-prod/ed/picture/qm505xxg/29ce708d99131a89acc466ba80809af712560d5d.png
Appartements meublés,Studio meublé à liberté 6,"Liberte 6, Dakar",100 m²,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/02b4e1050938528431cd54dc03a4e5be/-/horizon-files-prod/ed/picture/q2jz5vxv/5e0de5220666c3d0e91eccc7be892bdedee77955.jpg
Appartements meublés,Appartement F2 meublé à louer aux Almadies (Philip Morris),"Almadies, Dakar",1 chambre,64 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75d26a59d8fdf31792834be505abaea8/-/horizon-files-prod/ed/picture/qdvkqz2/c26bee1d9a077567e40a0dbc4b646234a35672df.jpg
Appartements meublés,SUPERBE STUDIO MEUBLE A DAKAR (SACRE COEUR 2),"Sacré-cœur, Dakar",1 chambre,75 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe5fec6c77c962f07d2bc7d7b4ac88b7/-/horizon-files-prod/ed/picture/qrz8d9e8/47f245037d473df524696c57c51c52522ab44f12.jpg
Appartements meublés,T3 Meublé sur la VDN,"VDN, Dakar",2 chambre,100 m²,800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5080d06d46cd95ac5e72f3ba6a7cdf0/-/horizon-files-prod/ed/picture/qwerevqj/3ff5337e0728af7872d201233345e5dff8d08942.jpg
Appartements meublés,Loue bel Appartement meublé à ngor Almadies,"Almadies, Dakar",130 m²,,70 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d8fa6bb3dc04482632e5c6ca7a1528d/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qzvp95dn/579cba2532c95ab5de97e0e128b21befe2e152c1.jpg
Appartements meublés,Chambre et appartement meublé kaolack,"Kaolack, Kaolack",450 m²,,15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afa7bfd97197702ebe4c99ed461b0ccb/-/horizon-files-prod/ed/picture/q44nx054/af7a399b24d56e7de09b9c48f81e1ce89dd15799.jpg
Appartements meublés,Appartement meublé aux mamelles,"Mamelles, Dakar",2 chambre,100 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14f0d5ec8f10fd61f7dd534d04eac69a/-/horizon-files-prod/ed/picture/q0gkge56/7c20db28775bfd34dabac4a4e29ad3dbd59ac8dd.jpg
Appartements meublés,Studio meublé à louer à Ouest Foire,"Ouest foire, Dakar",,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53a9d5fd481ddb8c44af6e51dd851ef6/-/horizon-files-prod/ed/picture/qenvgr64/6936f99e0d886699a1040587bad2033707d09655.jpg
Appartements meublés,Ref_3298_PL Appartement F3 à louer à Mermoz,"Mermoz, Dakar",2 chambre,,60 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a108d519da9bc6105eff84ed6936641f/-/horizon-files-prod/ed/picture/qj4648mr/8e05caeb7c0626e3d7c648cd5fa1591b85eb30ff.jpg
Appartements meublés,Appartement F2 meublé sur Waterfornt,"Mermoz, Dakar",,,1 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d32c35fcc2a7512293150b1c8c5724f3/-/horizon-files-prod/ed/picture/q78wk54d/d716a4ccbb2b513242b17c3cc43231f77713d9a5.jpg
Appartements meublés,Studio meublé à louer par jour,"Nord foire, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c838105531f99da8eddb7651f09ed5c/-/horizon-files-prod/ed/picture/qxj8jr04/b53e460a527d4b5c78694970d50da46bb3362dfc.jpg
Appartements meublés,Studio cosy à louer à liberté 6 extension.,"Liberte 6 extension, Dakar",1 chambre,48 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28e582c2849e2d8b1a806b55c3ec79bf/-/horizon-files-prod/ed/picture/q78wr0rn/96c30a3d54e88b2b503c2953d86601286234bcdd.jpg
Appartements meublés,Joli duplex moderne meublé à ouakam corniche,"Ouakam, Dakar",2 chambre,,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c794543e8031c4ff09e2b6d1ddc1e22/-/horizon-files-prod/ed/picture/qweppv6j/a42383bed67e8d5c56d1797e902fce12d37c49b8.jpg
Appartements meublés,Appartement A6 F4 meublé haut standing Maristes,"Hann maristes, Dakar",3 chambre,150 m²,45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2cd08000036bad5aafee9da01bd04c8/-/horizon-files-prod/ed/picture/qkr8dwg2/5a5306efafd8f7b5b8cd75bd19d754bd8c5c2e15.jpg
Appartements meublés,Appartement A5 N85 meublé haut standing Maristes,"Hann maristes, Dakar",3 chambre,,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c6637105e1899bd199c3bdaea9b3bde/-/horizon-files-prod/ed/picture/qgqw06e0/cda612fd363466a9a333536836eb5265c618aa79.jpg
Appartements meublés,STUDIO COSSU C4 AU MARISTE,"Hann maristes, Dakar",1 chambre,120 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e922c5837c2deaf6d1571aa3cf49a976/-/horizon-files-prod/ed/picture/qv4w7kpg/e1f7077009890f4026c1675b8b919098a9d27c35.jpg
Appartements meublés,Chambre meublée à Bourguiba,"Avenue Bourguiba, Dakar",1 chambre,16 m²,12 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e991edbed23dbeb59784674e5736f7fc/-/horizon-files-prod/ed/picture/qde7g5ng/96cc1b08fda596d9a5cbb1ae20dbb5570e93ff97.jpg
Appartements meublés,STUDIO CHAMBRE SALON AUX ALMADIES,"Almadies, Dakar",40 m²,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff4ce2cb2258aa81ef277a521a8ee022/-/horizon-files-prod/ed/picture/qdew8j80/fd23ef72ac399dbae6a16b2f75328692c17a66b0.jpg
Appartements meublés,Studio meublé spacieux Climatisé Almadie,"Almadies, Dakar",1 chambre,4 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa10c4c9693c1fc7958e1dc2bb20463b/-/horizon-files-prod/ed/picture/qzgwp69/bf173739afed4be301d7c3e5b79a4568952eebb8.jpg
Appartements meublés,Appartement Meublé à Louer Aux Almadies,"Almadies, Dakar",3 chambre,180 m²,1 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/becad7b9415cc56647ecb093a8611528/-/horizon-files-prod/ed/picture/q6xqx2gv/c9e8a5a3ae8d05ddf559d7cf8b14656f8b217af8.jpg
Appartements meublés,APPARTEMENT MEUBLÉ À LOUER AUX MAMELLES,"Mamelles, Dakar",3 chambre,110 m²,55 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdd77bfe95f7c9e7af56db32cad66183/-/horizon-files-prod/ed/picture/qv4e646j/2bb4e8ca99b8f25805f325c7ba2bf10b1a6e170c.jpg
Appartements meublés,Appartement Meublé vue sur à Louer a Dakar Corniche,"Fenêtre mermoz, Dakar",2 chambre,190 m²,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/15991a14f08c44b831078bcb723dd1db/-/horizon-files-prod/ed/picture/qkr7rd42/caf9890800ea5120b2754f701c670fe59625b885.jpg
Appartements meublés,Appartement F4 meublé point E,"Point-e, Dakar",215 m²,,85 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/177f034ee0a12556f07c04e11cc3e31e/-/horizon-files-prod/ed/picture/q0gkgvvw/084c224cd0aa6876d06a899271c235306b4f8d03.jpg
Appartements meublés,Appartement f4 meublé,"Ngor, Dakar",3 chambre,150 m²,60 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f28837e94a40dac1ac994be02648ec20/-/horizon-files-prod/ed/picture/qenvk4m6/04aff08523856df1258bcc74267fba98684ce462.jpg
Appartements meublés,Appartement meublé à Gueule Tapée,"Gueule-Tapée, Dakar",2 chambre,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9de0d4bdf20dbdec18d6975aa7c45d7c/-/horizon-files-prod/ed/picture/migrated/q6nz52v/757a0f160a96ba1a3685e0215e475ee1e8fada0e.jpg
Appartements meublés,Joli appartement meublé a saly,"Saly Portudal, Thiès",2 chambre,150 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1d708423d2b871597fdf6c9aa91de18d/-/horizon-files-prod/ed/picture/qj4q788d/de4d5c12953acc2161916611bae152e4b1a87e97.jpg
Appartements meublés,Très bel appartement Spacieux et lumineux,"Plateau, Dakar",2 chambre,150 m²,1 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d7ffc1b242843d435cabff3f03036c2/-/horizon-files-prod/ed/picture/q8vmv2xr/ca5447f99adc9da4cc1e5c2c9e87b7e33f23924f.jpg
Appartements meublés,F3 meublé visible aux Almadies,"Almadies, Dakar",2 chambre,150 m²,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/356038c9343b2dc917ff7b8b0eea8bd7/-/horizon-files-prod/ed/picture/qv4d457j/85e9be7ddd431e012d4edff6eb1cf168617d9ef5.jpg
Appartements meublés,Appartement F4 meublé à louer .,"Diamniadio, Dakar",3 chambre,109 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54876aea74bcfbf9b3b194a3840ffbb6/-/horizon-files-prod/ed/picture/q0gkgzzm/01611d2f4e8ffdf5cb58b802ca552bb06ae6679f.jpg
Appartements meublés,APPARTEMENT MEUBLÉ & ÉQUIPÉ AU PHARE DES MAMELLES,"Mamelles, Dakar",3 chambre,,75 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bcb643361c46affcb114b448b88c2855/-/horizon-files-prod/ed/picture/q6xqx4qz/480c2a503c66078d5acac3a64850771001e1478d.jpg
Appartements meublés,Appartement meublé à louer au Virage,"Virage, Dakar",3 chambre,200 m²,900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3b23c22b031921a5d1e1595c60c704f/-/horizon-files-prod/ed/picture/q44ng7z9/142106d9158511bc85abba6a674fdb7e5b815cbe.jpg
Appartements meublés,Appartement F3 meublé à louer,"Cité keur gorgui, Dakar",2 chambre,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b80c644a21b0c8276df22f8da31c1ea7/-/horizon-files-prod/ed/picture/q4454p65/80bac0b94124c0d1521ca943eada6ba04170e17d.jpg
Appartements meublés,Studio Chmabre salon avec terrasse,"Almadies, Dakar",1 chambre,60 m²,27 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16640120b47082e8ad6947db27f92f9e/-/horizon-files-prod/ed/picture/qq4z44dj/69fb3ff9bffced1149cdc0595acc71cbe68d3c05.jpg
